timestamp,action,expiry,confidence,ID
2026-08-27 23:13:10+00:00,WAIT,1,45,EURUSDOTC0827231310
2026-08-27 23:14:08+00:00,WAIT,1,35,EURUSDOTC0827231408
2026-08-27 23:15:09+00:00,WAIT,1,45,EURUSDOTC0827231509
2026-08-27 23:16:12+00:00,WAIT,1,45,EURUSDOTC0827231612
2026-08-27 23:17:14+00:00,WAIT,1,45,EURUSDOTC0827231714
2026-08-27 23:18:19+00:00,WAIT,1,45,EURUSDOTC0827231819
2026-08-27 23:19:17+00:00,WAIT,1,45,EURUSDOTC0827231917
2026-08-27 23:20:18+00:00,WAIT,1,45,EURUSDOTC0827232018
2026-08-27 23:21:24+00:00,PUT,3,75,EURUSDOTC0827232124
2026-08-27 23:22:15+00:00,WAIT,1,45,EURUSDOTC0827232215
2026-08-27 23:23:17+00:00,WAIT,1,45,EURUSDOTC0827232317
2026-08-27 23:24:18+00:00,WAIT,1,45,EURUSDOTC0827232418
2026-08-27 23:25:17+00:00,WAIT,1,35,EURUSDOTC0827232517
2026-08-27 23:26:28+00:00,WAIT,1,45,EURUSDOTC0827232628
2026-08-27 23:27:21+00:00,WAIT,1,0,EURUSDOTC0827232721
2026-08-27 23:28:20+00:00,WAIT,1,45,EURUSDOTC0827232820
2026-08-27 23:29:20+00:00,WAIT,1,45,EURUSDOTC0827232920
2026-08-27 23:30:21+00:00,WAIT,1,45,EURUSDOTC0827233021
2026-08-27 23:31:32+00:00,CALL,2,75,EURUSDOTC0827233132
2026-08-27 23:32:21+00:00,CALL,2,75,EURUSDOTC0827233221
2026-08-27 23:33:19+00:00,WAIT,1,45,EURUSDOTC0827233319
2026-08-27 23:34:27+00:00,WAIT,1,45,EURUSDOTC0827233427
2026-08-27 23:35:28+00:00,WAIT,1,45,EURUSDOTC0827233528
2026-08-27 23:36:37+00:00,WAIT,1,45,EURUSDOTC0827233637
2026-08-27 23:37:24+00:00,CALL,2,75,EURUSDOTC0827233724
2026-08-27 23:38:36+00:00,CALL,2,75,EURUSDOTC0827233836
2026-08-27 23:39:46+00:00,CALL,2,75,EURUSDOTC0827233946
2026-08-27 23:40:39+00:00,CALL,2,75,EURUSDOTC0827234039
2026-08-27 23:41:32+00:00,CALL,2,75,EURUSDOTC0827234132
2026-08-27 23:42:29+00:00,CALL,2,68,EURUSDOTC0827234229
2026-08-27 23:43:33+00:00,WAIT,1,45,EURUSDOTC0827234333
2026-08-27 23:44:42+00:00,WAIT,1,45,EURUSDOTC0827234442
2026-08-27 23:46:06+00:00,WAIT,1,45,EURUSDOTC0827234606
2026-08-27 23:49:10+00:00,WAIT,1,45,EURUSDOTC0827234910
2026-08-27 23:52:01+00:00,WAIT,1,45,EURUSDOTC0827235201
2026-08-27 23:54:22+00:00,WAIT,1,45,EURUSDOTC0827235422
2026-08-27 23:56:51+00:00,WAIT,1,45,EURUSDOTC0827235651
2026-08-27 23:57:58+00:00,PUT,2,68,EURUSDOTC0827235758
2026-08-28 00:00:36+00:00,WAIT,1,45,EURUSDOTC0828000036
2026-08-28 00:01:58+00:00,PUT,2,75,EURUSDOTC0828000158
2026-08-28 00:05:43+00:00,CALL,2,75,EURUSDOTC0828000543
2026-08-28 00:06:51+00:00,CALL,3,85,EURUSDOTC0828000651
2026-08-28 00:11:48+00:00,CALL,2,82,EURUSDOTC0828001148
2026-08-28 00:12:55+00:00,CALL,3,85,EURUSDOTC0828001255
2026-08-28 00:19:15+00:00,CALL,2,75,EURUSDOTC0828001915
2026-08-28 00:20:37+00:00,CALL,2,75,EURUSDOTC0828002037
2026-08-28 00:28:23+00:00,CALL,2,75,EURUSDOTC0828002823
2026-08-28 00:30:08+00:00,WAIT,1,45,EURUSDOTC0828003008
2026-08-28 00:36:02+00:00,CALL,3,75,EURUSDOTC0828003602
2026-08-28 00:36:13+00:00,CALL,3,75,EURUSDOTC0828003613
2026-08-28 00:37:04+00:00,CALL,2,75,EURUSDOTC0828003704
2026-08-28 00:38:02+00:00,CALL,2,75,EURUSDOTC0828003802
2026-08-28 00:39:02+00:00,CALL,2,75,EURUSDOTC0828003902
2026-08-28 00:40:04+00:00,CALL,3,75,EURUSDOTC0828004004
2026-08-28 00:40:23+00:00,CALL,3,75,EURUSDOTC0828004023
2026-08-28 00:41:07+00:00,WAIT,1,45,EURUSDOTC0828004107
2026-08-28 00:41:41+00:00,WAIT,1,45,EURUSDOTC0828004141
2026-08-28 00:42:05+00:00,WAIT,1,45,EURUSDOTC0828004205
2026-08-28 00:43:05+00:00,WAIT,1,45,EURUSDOTC0828004305
2026-08-28 00:43:12+00:00,WAIT,1,45,EURUSDOTC0828004312
2026-08-28 00:44:04+00:00,WAIT,1,45,EURUSDOTC0828004404
2026-08-28 00:45:03+00:00,PUT,2,75,EURUSDOTC0828004503
2026-08-28 00:46:08+00:00,PUT,2,85,EURUSDOTC0828004608
2026-08-28 00:47:05+00:00,PUT,2,75,EURUSDOTC0828004705
2026-08-28 00:48:05+00:00,PUT,2,75,EURUSDOTC0828004805
2026-08-28 00:49:10+00:00,PUT,2,75,EURUSDOTC0828004910
2026-08-28 00:50:07+00:00,PUT,2,75,EURUSDOTC0828005007
2026-08-28 00:51:13+00:00,WAIT,1,45,EURUSDOTC0828005113
