timestamp,symbol,payload_id,prompt_filepath,gemini_action,gemini_confidence,chronos_action,chronos_confidence,agreement_valid,gate_approved,final_action,final_confidence,reason,broker_result
2026-09-20 01:19:05,GBPJPY-OTC,GBPJPYOTC0920011903,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920011903.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:20:12,GBPJPY-OTC,GBPJPYOTC0920012009,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012009.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:20:12,EURUSD-OTC,EURUSDOTC0920012009,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012009.txt,PUT,68.0,PUT,62.0,True,True,PUT,68.0,Gemini PUT 68% + Chronos PUT 62%: AGREEMENT,PENDING
2026-09-20 01:20:12,USDCAD-OTC,USDCADOTC0920012009,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012009.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:20:12,AUDJPY-OTC,AUDJPYOTC0920012009,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012009.txt,WAIT,50.0,PUT,95.0,False,False,WAIT,50.0,Gemini WAIT 50% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:21:04,USDCAD-OTC,USDCADOTC0920012101,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012101.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:21:04,EURUSD-OTC,EURUSDOTC0920012101,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012101.txt,WAIT,45.0,PUT,62.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:21:04,AUDJPY-OTC,AUDJPYOTC0920012101,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012101.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:21:04,GBPJPY-OTC,GBPJPYOTC0920012101,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012101.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:22:17,USDCAD-OTC,USDCADOTC0920012205,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012205.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:22:17,EURUSD-OTC,EURUSDOTC0920012205,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012205.txt,PUT,75.0,PUT,62.0,True,True,PUT,75.0,Gemini PUT 75% + Chronos PUT 62%: AGREEMENT,PENDING
2026-09-20 01:22:18,GBPJPY-OTC,GBPJPYOTC0920012205,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012205.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:22:18,AUDJPY-OTC,AUDJPYOTC0920012205,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012205.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:23:19,USDCAD-OTC,USDCADOTC0920012306,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012306.txt,CALL,82.0,PUT,90.0,False,False,WAIT,82.0,Gemini CALL 82% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:23:20,GBPJPY-OTC,GBPJPYOTC0920012306,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012306.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:23:20,EURUSD-OTC,EURUSDOTC0920012306,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012306.txt,PUT,75.0,PUT,62.0,True,True,PUT,75.0,Gemini PUT 75% + Chronos PUT 62%: AGREEMENT,PENDING
2026-09-20 01:23:20,AUDJPY-OTC,AUDJPYOTC0920012306,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012306.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:24:25,USDCAD-OTC,USDCADOTC0920012407,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012407.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:24:25,EURUSD-OTC,EURUSDOTC0920012407,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012407.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:24:26,AUDJPY-OTC,AUDJPYOTC0920012407,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012407.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:24:26,GBPJPY-OTC,GBPJPYOTC0920012407,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012407.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:25:29,USDCAD-OTC,USDCADOTC0920012504,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012504.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:25:29,AUDJPY-OTC,AUDJPYOTC0920012504,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012504.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:25:29,GBPJPY-OTC,GBPJPYOTC0920012505,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012505.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:25:29,EURUSD-OTC,EURUSDOTC0920012505,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012505.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:26:44,EURUSD-OTC,EURUSDOTC0920012618,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012618.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:26:45,USDCAD-OTC,USDCADOTC0920012619,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012619.txt,CALL,82.0,PUT,90.0,False,False,WAIT,82.0,Gemini CALL 82% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:26:45,GBPJPY-OTC,GBPJPYOTC0920012618,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012618.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:26:45,AUDJPY-OTC,AUDJPYOTC0920012619,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012619.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:27:39,AUDJPY-OTC,AUDJPYOTC0920012712,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012712.txt,WAIT,45.0,PUT,100.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 100%: NO AGREEMENT,PENDING
2026-09-20 01:27:39,USDCAD-OTC,USDCADOTC0920012712,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012712.txt,CALL,78.0,PUT,90.0,False,False,WAIT,78.0,Gemini CALL 78% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:27:39,GBPJPY-OTC,GBPJPYOTC0920012712,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012712.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:27:40,EURUSD-OTC,EURUSDOTC0920012712,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012712.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:28:36,USDCAD-OTC,USDCADOTC0920012812,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012812.txt,CALL,82.0,PUT,90.0,False,False,WAIT,82.0,Gemini CALL 82% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:28:37,GBPJPY-OTC,GBPJPYOTC0920012812,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012812.txt,WAIT,45.0,PUT,71.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 01:28:37,EURUSD-OTC,EURUSDOTC0920012812,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012812.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:28:37,AUDJPY-OTC,AUDJPYOTC0920012812,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012812.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:29:30,GBPJPY-OTC,GBPJPYOTC0920012904,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920012904.txt,WAIT,45.0,PUT,71.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 01:29:31,USDCAD-OTC,USDCADOTC0920012904,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920012904.txt,CALL,82.0,PUT,90.0,False,False,WAIT,82.0,Gemini CALL 82% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:29:31,EURUSD-OTC,EURUSDOTC0920012904,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920012904.txt,PUT,68.0,PUT,62.0,True,True,PUT,68.0,Gemini PUT 68% + Chronos PUT 62%: AGREEMENT,PENDING
2026-09-20 01:29:31,AUDJPY-OTC,AUDJPYOTC0920012905,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920012905.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:30:57,AUDJPY-OTC,AUDJPYOTC0920013032,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920013032.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:30:58,USDCAD-OTC,USDCADOTC0920013032,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920013032.txt,CALL,85.0,PUT,95.0,False,False,WAIT,85.0,Gemini CALL 85% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:30:58,GBPJPY-OTC,GBPJPYOTC0920013033,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920013033.txt,WAIT,45.0,PUT,71.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 01:30:58,EURUSD-OTC,EURUSDOTC0920013032,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920013032.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:31:41,GBPJPY-OTC,GBPJPYOTC0920013113,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920013113.txt,WAIT,45.0,PUT,71.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 01:31:41,USDCAD-OTC,USDCADOTC0920013113,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920013113.txt,CALL,88.0,PUT,95.0,False,False,WAIT,88.0,Gemini CALL 88% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:31:42,AUDJPY-OTC,AUDJPYOTC0920013114,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920013114.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:31:42,EURUSD-OTC,EURUSDOTC0920013113,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920013113.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:48:11,EURGBP-OTC,EURGBPOTC0920014809,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920014809.txt,WAIT,45.0,PUT,86.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:48:11,USDCAD-OTC,USDCADOTC0920014809,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920014809.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:48:11,GBPUSD-OTC,GBPUSDOTC0920014809,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920014809.txt,WAIT,45.0,PUT,76.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 01:48:11,GBPJPY-OTC,GBPJPYOTC0920014809,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920014809.txt,WAIT,45.0,PUT,81.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 81%: NO AGREEMENT,PENDING
2026-09-20 01:49:05,USDCAD-OTC,USDCADOTC0920014903,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920014903.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:49:05,GBPJPY-OTC,GBPJPYOTC0920014903,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920014903.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:49:05,EURGBP-OTC,EURGBPOTC0920014903,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920014903.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:49:05,GBPUSD-OTC,GBPUSDOTC0920014903,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920014903.txt,CALL,75.0,PUT,62.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:50:04,GBPUSD-OTC,GBPUSDOTC0920015001,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015001.txt,CALL,72.0,PUT,62.0,False,False,WAIT,72.0,Gemini CALL 72% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:50:04,USDCAD-OTC,USDCADOTC0920015001,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015001.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:50:04,EURGBP-OTC,EURGBPOTC0920015001,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015001.txt,WAIT,35.0,PUT,86.0,False,False,WAIT,35.0,Gemini WAIT 35% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:50:04,GBPJPY-OTC,GBPJPYOTC0920015001,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015001.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:51:10,GBPJPY-OTC,GBPJPYOTC0920015108,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015108.txt,WAIT,48.0,PUT,86.0,False,False,WAIT,48.0,Gemini WAIT 48% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:51:10,GBPUSD-OTC,GBPUSDOTC0920015108,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015108.txt,CALL,75.0,PUT,67.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:51:10,EURGBP-OTC,EURGBPOTC0920015108,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015108.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:51:10,USDCAD-OTC,USDCADOTC0920015108,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015108.txt,WAIT,50.0,PUT,90.0,False,False,WAIT,50.0,Gemini WAIT 50% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:52:05,GBPJPY-OTC,GBPJPYOTC0920015203,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015203.txt,WAIT,45.0,PUT,86.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:52:05,USDCAD-OTC,USDCADOTC0920015203,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015203.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:52:05,GBPUSD-OTC,GBPUSDOTC0920015203,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015203.txt,CALL,68.0,PUT,67.0,False,False,WAIT,68.0,Gemini CALL 68% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:52:05,EURGBP-OTC,EURGBPOTC0920015203,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015203.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:53:04,USDCAD-OTC,USDCADOTC0920015301,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015301.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:53:04,EURGBP-OTC,EURGBPOTC0920015301,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015301.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:53:04,GBPUSD-OTC,GBPUSDOTC0920015301,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015301.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 01:53:04,GBPJPY-OTC,GBPJPYOTC0920015301,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015301.txt,WAIT,45.0,PUT,86.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:54:04,USDCAD-OTC,USDCADOTC0920015401,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015401.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:54:04,EURGBP-OTC,EURGBPOTC0920015401,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015401.txt,CALL,75.0,PUT,90.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:54:04,GBPUSD-OTC,GBPUSDOTC0920015401,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015401.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 01:54:04,GBPJPY-OTC,GBPJPYOTC0920015401,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015401.txt,WAIT,48.0,PUT,86.0,False,False,WAIT,48.0,Gemini WAIT 48% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:55:05,GBPUSD-OTC,GBPUSDOTC0920015503,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015503.txt,WAIT,45.0,PUT,62.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:55:05,EURGBP-OTC,EURGBPOTC0920015503,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015503.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:55:05,USDCAD-OTC,USDCADOTC0920015503,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015503.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:55:05,GBPJPY-OTC,GBPJPYOTC0920015503,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015503.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:56:05,USDCAD-OTC,USDCADOTC0920015603,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015603.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
